,bitcoin,ethereum,tether,binancecoin,ripple,usd-coin,solana,tron,staked-ether,dogecoin
2025-08-24 20:00:00,2238625964831.9556,577915701933.6211,167114850717.5546,120701492235.81467,180345392937.2225,67515079366.6153,110909012752.57024,34511129261.94061,41745613257.413795,35174168581.78361
2025-08-24 21:00:00,2243950642731.815,578500810911.1195,167135186114.65295,121087135425.7542,180357984004.61996,67502761465.931046,110577480632.03214,34450096084.82901,41862023684.96769,35111504360.85025
2025-08-24 22:00:00,2251399906971.3726,579253430680.4094,167128720915.33783,122035500978.9213,180938524696.8476,67467973475.399025,110877201095.97607,34362347665.08692,41958990970.009,35287532534.26924
2025-08-24 23:00:00,2256536044289.26,576580429931.9341,167136543573.25894,122122778849.37355,180409485437.01425,67457580732.58565,110711253556.7811,34278129706.23609,41739029160.447,34782559897.06979
2025-08-25 00:00:00,2259663171125.389,577227233251.8729,167139584892.3105,122005202447.02309,180037092820.91125,67453203661.58783,111232070714.13797,34226321021.183548,41781698663.268005,34894583857.000435
2025-08-25 01:00:00,2241115890085.063,567387189766.4597,167131298822.44214,120954176944.57686,177818373008.31784,67447069498.85841,110067276190.36882,33879203905.829594,41086973474.31174,34263977406.522118
2025-08-25 02:00:00,2250168524452.0737,570930834985.5162,167132640172.5139,121870706481.59415,179368841179.14603,67443343330.806526,111744282301.1586,33912171904.214577,41379022302.055275,34627265228.05234
2025-08-25 03:00:00,2258307353192.535,575261547355.1693,167132809359.31116,122349037250.06068,180943344973.6154,67422214842.98308,114909984292.3167,33926681828.704945,41680350977.14097,35163135739.11718
2025-08-25 04:00:00,2254114642273.7476,573787347455.4658,167132890094.10034,122243189431.1999,180796657379.6666,67420879962.262505,113721832664.96475,33798165916.580242,41489849179.94452,34960814347.497826
2025-08-25 05:00:00,2245114279509.5044,569648684152.7917,167128292005.862,122180346900.81238,178939055094.5093,67404380273.34876,112172543052.1275,33814764388.85481,41266134614.69751,34520301324.61929
2025-08-25 06:00:00,2237860282931.8213,568812799172.4492,167120047024.86496,122340443861.37122,178624234687.46704,67391842519.36909,110587295309.17421,33874971084.1728,41181892467.11195,34233769136.698986
2025-08-25 07:00:00,2226570626706.5723,558504599721.3502,167119789433.25525,120592179500.5631,176438991676.54102,67384766435.906494,109396184391.74689,33681410243.119667,40433446392.79738,33613498121.20996
2025-08-25 08:00:00,2219750897246.8853,553540381179.9431,167127230778.08136,119922437752.65373,174900252440.50018,67392356578.005325,107877064688.93721,33466999526.881847,40121861134.86498,33223245075.489273
2025-08-25 09:00:00,2221723199015.2637,556026863226.6903,167121344147.5986,120106583902.94687,175197303590.93204,67380862304.16564,108256101214.16174,33432001597.723583,40283287486.20268,33272755359.2047
2025-08-25 10:00:00,2223936834622.7446,555346070133.3044,167115088709.52573,119666634102.4027,175266072181.7417,67381615648.922165,107508607188.94922,33299059309.602074,40222052059.68269,33202026081.075832
2025-08-25 11:00:00,2209276192845.046,548853316039.92004,167118079961.10037,118738279788.90924,174249261162.19815,67384872398.87391,105764313181.55908,33200286409.864017,39745225421.43131,32881780405.16523
2025-08-25 12:00:00,2214790195844.628,554436991835.2833,167117414327.88324,118969767607.48537,174944873596.61075,67386415362.76187,106559389917.29523,33302389084.718052,40172320226.615845,33017776850.659557
2025-08-25 13:00:00,2219679033930.0723,558813507793.7026,167124690554.1742,119801011860.6602,175912254213.91605,67308912901.892204,106536630048.16156,33440774713.75039,40508900903.813416,33104964430.717228
2025-08-25 14:00:00,2213656480965.62,559572702710.158,167130513109.8709,119625290008.25523,175114341374.4661,67301404067.13458,106731717113.12767,33505695550.645153,40388424049.58069,32951295231.622173
2025-08-25 15:00:00,2233789095508.609,561619512314.4893,167143722946.83066,121173662543.39127,176315403992.3592,67326568642.55133,107013253486.5211,33426183986.550095,40631735020.98994,33129094332.50951
2025-08-25 16:00:00,2235012085053.7197,557272573100.171,167136026899.67892,120212691763.3292,175835008602.66306,67352641815.68994,106520540825.54124,33376108923.32708,40306326052.06188,32979523880.97942
2025-08-25 17:00:00,2242714068985.801,556758867255.4618,167149477830.7197,120825128829.12471,175764936882.6984,67370825498.0812,106918382959.87207,33305211784.935184,40160240916.03423,32989500771.011024
2025-08-25 18:00:00,2239818918243.5728,553964282273.5663,167160268019.2661,120284281234.67426,175769939574.2604,67420329275.41895,106260194869.97838,33209983351.804337,40090211956.72206,32942619767.528584
2025-08-25 19:00:00,2238395870779.923,552366800452.5563,167144538244.58252,120483862991.35448,175857992293.906,67418579136.49456,106297546423.63225,33218410884.07993,39950198008.00145,32800995538.32188
2025-08-25 20:00:00,2208372503064.0137,535368245075.11566,167151531780.46893,119391014602.38501,171713664529.98376,67419523892.02588,104142209090.08914,32855470246.744675,38872457820.03742,32412106765.389656
2025-08-25 21:00:00,2181944377146.4768,526709032407.709,167160392948.098,117726390681.08209,169534339168.22485,67417548545.97914,101597808701.66681,32605847033.400707,38180503542.38416,31393201723.954575
2025-08-25 22:00:00,2193954513081.6912,528339881725.25586,167167087565.86932,117091968906.9465,170077023831.26294,68045449064.57338,101530779006.6683,32552194424.241795,38209865142.538795,31365313620.828278
2025-08-25 23:00:00,2197035281377.5393,531304172289.75745,167189018083.29385,117525168976.12735,170401459672.851,68045946159.84375,101398223653.03867,32588406329.380733,38383006330.333916,31502478764.293285
2025-08-26 00:00:00,2194453712375.598,529509245849.7141,167189640747.67313,117052413550.03337,170267483807.62628,68044691544.51479,101136116915.87978,32429521492.990837,38282362252.50102,31632558732.54899
2025-08-26 01:00:00,2179313219846.0686,526142957241.90424,167188835659.02066,116016569827.6288,170338768302.11533,68046053693.12233,100743388241.38408,32251818725.817116,37807035805.90403,31425569509.297436
2025-08-26 02:00:00,2186567472833.4453,533282370217.9954,167186252597.96487,117528011192.56517,171422043918.06607,68055389973.96981,101819813511.89699,32400097980.173683,38515251716.43547,31759761408.61607
2025-08-26 03:00:00,2184481229788.5996,530706844410.474,167185908197.2784,118017945449.94725,171331137079.485,68054584742.23887,101400826033.42874,32532412660.761368,38353985723.02285,31616304584.70239
2025-08-26 04:00:00,2188307718476.66,531443174335.1982,167184747854.1833,117754725780.926,171823284934.3536,68052835400.21411,101462878149.44008,32586134054.43537,38436701549.69388,31646703339.793312
2025-08-26 05:00:00,2192540623108.5037,535620653244.6854,167183721756.8848,117902099508.27881,172929610879.4496,68030685765.96253,101648142973.6341,32652210712.790154,38704401847.610695,31892544145.14713
2025-08-26 06:00:00,2196545219586.226,535819619932.1206,167184226480.3444,117960480100.12798,174133999152.5431,68041967788.24317,102362910835.03879,32660184942.42901,38765828589.95681,31929770819.79345
2025-08-26 07:00:00,2189431945063.593,532350672388.15216,167183917634.8989,117204441791.12596,173027473822.9906,68051763487.42741,101477361149.91197,32562762406.811752,38512929027.25093,31615840990.118725
2025-08-26 08:00:00,2197180362439.7385,534096178252.7703,167175998851.12445,117403566013.8946,173589083001.83286,68096423398.698105,102309176701.61365,32808285737.650234,38672173298.5764,31912950802.241604
2025-08-26 09:00:00,2193479729443.1501,533866820640.8661,167174733667.98358,117350048621.20972,173686691644.2411,68160465027.560684,102095146162.95164,32775715484.541157,38588909399.23912,31778973893.467354
2025-08-26 10:00:00,2191609590785.4102,533113863409.8802,167168904091.5774,117395547963.1236,172918819531.4096,68157092491.77328,101563763562.33374,32741278554.528168,38554924406.96167,31706783402.112976
2025-08-26 11:00:00,2195300674468.6619,535434660266.4603,167176128600.99045,117443743544.1415,172949362533.95877,68156895249.45271,101862637101.81053,32784114462.96928,38732399785.09316,31846875414.031345
2025-08-26 12:00:00,2183875702849.4226,533217583839.54236,167169036734.1428,117074233006.4169,172485367651.84064,68138757555.50329,101433005284.4939,32786644988.731518,38563239057.79399,31674233181.771904
2025-08-26 13:00:00,2194953604188.5745,541697436964.37756,167173145491.85083,118031727863.64462,174141906678.04056,68064288866.8984,103652932342.36708,32988705440.2909,39246929161.83365,32286516472.812508
2025-08-26 14:00:00,2186033041536.6382,537908687974.0425,167149845798.28458,117389501429.60774,172736786808.51678,68050154637.20368,101943183648.55005,32907876454.78313,38905411207.45424,31830309053.258923
2025-08-26 15:00:00,2194620427115.5466,546229287462.5404,167160295694.8374,118403998992.36519,174296336381.28857,68053547640.331795,102863073622.94562,33116904812.45588,39571064045.71362,32105042243.098866
2025-08-26 16:00:00,2183999839259.435,545628190081.3093,167160915078.25397,118374411119.74013,174084299679.26135,68045655152.367714,103088039435.00128,33142387828.29788,39428581973.732994,32040952460.8959
2025-08-26 17:00:00,2185719971418.2605,547444144952.8282,167164860189.02902,118832714295.98994,175424768524.0077,68047951623.98221,104110746220.96806,33134267285.684486,39604209706.42859,32303431298.36862
2025-08-26 18:00:00,2186179065977.8997,545444752655.942,167221702094.2594,118458441398.30919,175838827518.97546,68047612971.65358,104337198930.95445,33117070259.185696,39413607806.41879,32353920998.226475
2025-08-26 19:00:00,2205474741962.131,549101425763.84845,167226994530.3891,119210679635.0421,177600829499.18298,68047697341.86007,105342146212.56918,33217643915.340633,39653075545.46237,32688077167.785236
2025-08-26 20:00:00,2212387719892.1924,553964628598.624,167228575006.0962,119574833917.74042,181079386835.3747,68041593920.75111,106166055407.60892,33301563027.686295,39989866331.35318,32973358062.992813
2025-08-26 21:00:00,2215431001681.9214,553662357979.4523,167221942091.1023,120031188541.46951,180171156045.01395,68045453991.89329,106231217651.28584,33324749248.784523,40031511588.85754,32886885051.840042
2025-08-26 22:00:00,2218904157218.258,554663788292.5923,167218832242.20502,120056988679.8819,180014639038.0547,68047366994.23643,106011482992.28552,33298863656.365902,40053234827.68745,32938143661.710606
2025-08-26 23:00:00,2227594692132.1353,554342649945.547,167221103069.40796,120400655843.8081,179204052073.53412,68047732645.7603,106230912774.95038,33318819057.15229,40063547886.39352,33003685107.721504
2025-08-27 00:00:00,2227025695775.593,555061696726.733,167227656284.75525,120359854645.80617,179142732347.83713,69011841841.88863,105940691853.63528,33312469423.403847,40141767366.795,32916880510.861656
2025-08-27 01:00:00,2217355986692.3486,551424671645.1503,167218626008.10962,120115271216.81946,178092049529.48303,69010729855.63333,105473618678.21748,33160165659.743988,39880301025.318665,32679839014.54447
2025-08-27 02:00:00,2215485902793.681,550160389637.4943,167216440354.7388,119624125836.66068,178532124062.5863,69010039711.23895,105849185698.55418,33110885569.2493,39804354668.51383,32874714449.47336
2025-08-27 03:00:00,2215942209897.7905,553184408676.2472,167230209576.74878,120291620499.85336,178355952687.91364,69037815733.13416,107485323424.41002,33163931909.544125,39974717362.42477,33019098636.452827
2025-08-27 04:00:00,2223504268357.647,554982985151.4744,167209977106.03104,120200726158.86986,178745084412.03583,69038517296.5031,107956469582.11154,33232427009.04734,40242922243.29202,33237871596.88889
2025-08-27 05:00:00,2221511062705.2827,559116280924.5005,167212124268.62927,120520513013.07175,179946505278.65652,69038824150.74896,110763330968.25491,33263759962.183628,40401362183.16293,33528575750.315517
2025-08-27 06:00:00,2217775903997.582,556911784898.1666,167225744828.24426,120021906658.98529,179390649664.23175,69030722412.80371,109810378980.93617,33196735716.854355,40245038824.21919,33377763955.635353
2025-08-27 07:00:00,2211827590814.5034,553450313360.9779,167210227689.33975,119600777568.21524,178502981054.0426,69006472369.34041,109477219618.02312,33110243922.786324,40037626535.81593,33127238849.68014
2025-08-27 08:00:00,2204532815848.391,552431007259.6871,167212151065.2796,119443926602.31752,178020527387.10327,69006190387.92194,109173122212.57712,33031402450.910683,39907647215.01055,32987693954.806385
2025-08-27 09:00:00,2204553774123.831,554261256237.508,167214938479.07574,119070163665.41139,178943027249.54196,69006214942.66628,109386191670.16266,33017630627.732006,39932632144.775955,32965392077.550194
2025-08-27 10:00:00,2207354409055.9966,554271010099.0184,167221431565.50754,119487670949.90166,179086333804.0982,69006124428.5763,110245232722.87117,33044599630.64344,40019650596.77726,33198873041.68967
2025-08-27 11:00:00,2211763518265.343,553609828325.0543,167212003523.16385,119426710489.03746,178539581572.93512,69010553891.25044,110392877721.30728,33017317912.13821,40031634870.48315,33159246150.42368
2025-08-27 12:00:00,2217338892625.284,555758609665.23,167227180587.75537,119685065617.61404,178335116072.13104,69010715719.08896,110722578007.95592,33075745196.60254,40233902508.912674,33210480690.488506
2025-08-27 13:00:00,2216061025998.7705,556420910698.8499,167224374160.266,119539378871.68736,178618419465.9659,69010736164.3161,110499688723.56802,33075372192.398613,40131355915.420815,33038356429.67954
2025-08-27 14:00:00,2221888724266.805,556160704490.9885,167226700213.55084,119759267037.15775,178783564473.90784,69010659749.80049,110784169441.01724,33125866739.860085,40231529107.51827,33102802440.523594
2025-08-27 15:00:00,2230926812692.7134,557539119914.7861,167239820507.31128,120164711922.91814,179144238716.0988,68969638383.03676,112070812706.22859,33181795249.831726,40303364752.44887,33223957345.911285
2025-08-27 16:00:00,2228169833151.292,562142667940.2065,167237802722.41183,120456591714.10968,179252883147.62405,68969866832.74007,112452787258.1275,33183397576.68399,40602072985.96109,33361851967.709652
2025-08-27 17:00:00,2233414367333.154,559287162364.1819,167238119348.9017,120447714835.97261,179520864381.21115,69105486493.1644,112671864734.89452,33145425866.608612,40453780142.59765,33377051752.397728
2025-08-27 18:00:00,2237859981559.756,560040502017.5514,167232788607.67447,120630613118.9247,180411234345.90985,69141445259.05344,113299218889.58398,33152063628.578384,40497870097.74113,33581906177.842545
2025-08-27 19:00:00,2234192972553.7656,557523452876.5027,167236034883.8014,120458019880.74269,180076268984.12836,69148264306.19241,113624947140.73462,33063703416.01298,40273244438.96087,33477747855.283195
2025-08-27 20:00:00,2230962695329.512,551685411989.4193,167238266336.80743,119957705924.02089,179139096407.21713,69147355394.84372,111809737876.88452,32890841222.438034,39918741790.18901,33186069443.923187
2025-08-27 21:00:00,2234158204165.3633,552889498228.7385,167233998877.50385,120297230208.3904,179004350149.686,69226304339.60562,112366027598.36588,32898779760.59495,40034581732.74768,33531376247.709934
2025-08-27 22:00:00,2220438807083.905,545419001247.4742,167222142445.92108,119859877173.06395,177917346129.07736,69226509459.94502,111075632424.96524,32779364754.24423,39506719388.95243,33189228715.626305
2025-08-27 23:00:00,2219782307604.9614,546437579055.2216,167232768060.5621,119539838962.47755,177640965586.1341,69349808340.78156,110859196563.41603,32777048520.69402,39532247547.88931,33171708297.369495
2025-08-28 00:00:00,2214395543347.5,542967136095.95917,167223628659.4015,119170501555.71529,176555745920.97995,69340358209.54611,109824585431.81598,32665415845.785473,39290261906.59135,32975707911.643044
2025-08-28 01:00:00,2217645099385.341,541184084158.49713,167215322146.46072,118857413499.34332,176897452045.77652,69337739640.98708,110315362726.89798,32645186140.357655,39169900698.06573,32988283238.35726
2025-08-28 02:00:00,2223359663461.2573,545384540648.7596,167220117188.04446,119268623496.55258,177615548876.63797,69336192670.51747,111421221033.83385,32742806734.568825,39457704816.81654,33372173723.621796
2025-08-28 03:00:00,2220739225648.6274,544860041268.8849,167226004974.11313,119311668478.36401,176766215478.90018,69326567247.4665,111625066668.62259,32765826401.85623,39390377235.76077,33191373435.168907
2025-08-28 04:00:00,2227793041441.8105,547552197207.42456,167221798851.34607,120228553798.5642,177328132916.63547,69318468467.52713,112198217577.83466,32872199385.84354,39671725380.699684,33347584402.473442
2025-08-28 05:00:00,2250142087168.142,552079749913.9022,167346605031.18036,120901349854.11523,179012898592.65094,69306306251.75699,114618487817.05978,32949827583.61726,39901292797.36143,33782829854.493275
2025-08-28 06:00:00,2245592893706.2334,550167318402.4567,167347314322.91562,120832097518.4832,178282038611.19467,69306682734.77449,114182464596.95308,32885038230.03804,39793536745.67201,33582820271.521614
2025-08-28 07:00:00,2253101002686.753,553018067283.3978,167342984921.4217,121195973397.21541,178440002310.32275,69315726502.94142,114045579097.56445,32969831491.828304,39983052208.0917,33697812275.13297
2025-08-28 08:00:00,2251801892967.388,552776078093.3812,167342455249.58148,120934834913.12515,178316247652.34644,69316275470.36803,114449363520.84294,32935059874.243725,39956370188.60789,33665119207.841904
2025-08-28 09:00:00,2253155356400.954,555026178521.7123,167341512432.94354,121038304843.60776,178443171506.52158,69303045485.18079,115596504971.77985,33056472275.988964,40179642596.787796,33720251379.35499
2025-08-28 10:00:00,2247505568810.046,553585880239.0134,167342720181.3586,120520115887.53957,178428956499.4206,69289205767.55258,114542356541.57004,33001947394.65725,40041661169.00004,33601165296.319546
2025-08-28 11:00:00,2249489155848.143,555845673799.0894,167343654214.83942,121132457725.60419,178776403967.87463,69288599084.20293,115214559910.32129,33078411418.684093,40194319909.06704,33746297839.11663
2025-08-28 12:00:00,2249009750678.738,554219592304.8419,167345549499.70407,121446165532.71738,178629696808.97495,69289548604.07455,115009904711.83852,33050965559.154625,40049721387.47891,33701489657.1416
2025-08-28 13:00:00,2254523558899.721,556648034265.9523,167342036484.7606,121987674763.6018,179835031344.09158,69268061943.27757,115581306070.93178,33038076191.077248,40228540258.72708,33829506367.357002
2025-08-28 14:00:00,2244312908109.7,551973886427.0989,167347063846.92886,121706054451.33069,179045986200.41864,69268196055.29816,115472924195.47087,32853645329.0107,39977175358.59679,33723679414.857548
2025-08-28 15:00:00,2255283417921.101,551935002066.178,167347728703.61072,121718157816.86514,179472851434.9344,69294359628.30539,116579711221.83174,32798398484.431763,39898811012.04023,33848422678.3986
2025-08-28 16:00:00,2242495162558.533,543736634741.65826,167357815262.81613,120716551162.2768,177093702453.93713,69291683649.37462,113906389702.20831,32510799286.50775,39203039669.902405,33266222541.58631
2025-08-28 17:00:00,2243011345591.759,542459673590.87823,167361045074.8442,120712473654.53674,177224522011.5801,69293485425.08673,114202116152.58214,32607100242.651737,39245646009.995346,33341555537.73353
2025-08-28 18:00:00,2240780461256.721,542085138575.94037,167347041751.92285,121869076424.35646,177211905817.77713,69541145082.52573,113671118627.60152,32459829057.152477,39173646409.4887,33379317265.562305
2025-08-28 19:00:00,2238116895150.656,542245091203.3423,167352897243.63278,121109197408.74121,177387273408.11664,69533387809.96846,114797750175.82468,32467014372.576946,39142009945.51245,33598870747.78256
2025-08-28 20:00:00,2232415695032.5576,538304237370.47217,167345562685.8976,121024533519.09067,176083754185.9548,69559417676.76472,113876849622.48354,32446200892.919586,38838634647.821236,33232716205.732655
2025-08-28 21:00:00,2228603153136.2954,538264803330.38245,167350528645.80023,120972705460.18434,175675235369.52084,69563089196.40501,115053599582.1948,32503422216.239243,38946922051.0494,33331960986.05636
2025-08-28 22:00:00,2230718185724.279,541831364643.6113,167355418324.5598,121535418474.77802,176185232541.4163,70623295130.60797,115485145091.99544,32580325157.3754,39137855340.200325,33477516511.278057
2025-08-28 23:00:00,2238400130730.306,544277765682.8735,167340431037.21475,121970742790.52844,176551883160.83368,70622636442.57324,115976144230.5419,32627365223.767513,39339358170.38359,33765347980.447254
2025-08-29 00:00:00,2241139700048.1245,544095435418.0028,167350893321.808,121638741805.521,176453658164.1711,70619680129.77917,115946885175.3612,32647362429.095173,39322806884.77184,33814659075.266003
2025-08-29 01:00:00,2233418814586.4526,540806459306.9581,167353112382.2549,121840231478.50775,176031684099.00742,70618485284.29213,116302659399.0775,32637326096.8613,39053636229.68987,33631916243.045086
2025-08-29 02:00:00,2219894650834.3945,537688588240.1279,167390821022.4291,121611689124.12593,174899516348.43442,70619458716.6908,115808232038.22522,32540858534.87058,38923191028.62497,33269633796.584175
2025-08-29 03:00:00,2219914489618.846,540925793134.88086,167389309471.22723,121637072216.85411,175511412471.90427,70642317682.15517,116672421409.06152,32605772851.853302,39094163217.238495,33636603286.74884
2025-08-29 04:00:00,2225765381803.7754,542976704509.4575,167386233946.61105,121586302195.31404,175065179718.06625,70642884873.62833,117486593981.55486,32590048400.573296,39246861435.72637,33607854820.351578
2025-08-29 05:00:00,2219805308141.754,539926202316.98627,167374358836.0258,121203743187.34467,173853498991.18512,70644756309.47084,117275941561.95538,32560822639.49234,39041390948.63537,33400590937.823746
2025-08-29 06:00:00,2214171552028.088,540049209892.7491,167377732135.0534,121051402726.29999,173105599863.51642,70654631472.8877,116563905069.60036,32562845454.18874,39026207461.29615,33216171550.23441
2025-08-29 07:00:00,2214868040510.926,538145024075.41486,167393063586.74747,120520886376.94438,172426757745.8497,70652438907.71684,116058733772.07129,32506714607.90776,38916652650.35076,32927893312.747498
2025-08-29 08:00:00,2192062326103.0461,529853662067.9316,167389831784.13858,119636569768.80247,170959460240.125,70650157510.5379,113105379264.74727,32348567815.512066,38318842504.27458,32436528652.060387
2025-08-29 09:00:00,2184169631723.6038,523273054214.6254,167373741046.5691,119170733799.509,170151207905.67825,70652238803.0349,112238062519.68253,32168767871.50348,37874078415.40474,32213685214.552677
2025-08-29 10:00:00,2187156892833.1223,523244533903.2049,167376046114.63116,119079946109.51016,170865413496.27817,70652398006.87355,112106834029.60529,32139558619.74998,37841501617.35948,32253355036.83261
2025-08-29 11:00:00,2190377669594.9602,524754439183.8313,167367368115.58472,119094876707.02748,171194944152.50485,70647595605.15134,112143724199.33691,31971337624.308567,37904626972.596886,32335809630.668495
2025-08-29 12:00:00,2190879347871.5325,524325329833.8436,167380661648.42374,118963067999.84312,171081683757.8224,70650737299.1291,112207059393.69661,32080370256.219067,37908014595.14229,32355520460.79535
2025-08-29 13:00:00,2204208607635.8164,532012334268.89453,167379207790.08734,120220193701.26262,171823628743.8221,70630505592.39323,114406350410.70708,32153886084.743492,38427522413.10069,32996951479.321125
2025-08-29 14:00:00,2179076750457.152,523733216295.60034,167393344540.19977,119369235672.37238,169458593100.7672,70631146117.815,113148982903.0972,31895041123.74662,37843109621.712654,32374893465.024033
2025-08-29 15:00:00,2156768194333.166,517273763856.6155,167377479839.76584,119610394567.93835,167959364203.3823,70604466837.57475,112996150678.52513,31693162852.51312,37396128503.07403,32298813862.265705
2025-08-29 16:00:00,2160092961784.5625,523144209884.68805,167385343284.727,119644418844.30588,168938735480.29172,70763646435.05193,111474792415.10667,31678864583.121346,37815109231.21778,32274155291.722927
2025-08-29 17:00:00,2165555304775.368,523086863993.681,167387446641.06195,119449629622.5236,169044140935.15802,70761161070.78679,110744877012.521,31803716854.28325,37785612825.86736,32175345638.017372
2025-08-29 18:00:00,2161511059992.6738,523889594921.93835,167384258203.9771,119314663925.58798,168140800576.72202,70882034977.50899,109868991932.15381,31835975897.5632,37846619856.295456,31904414955.860348
2025-08-29 19:00:00,2153745867901.7483,520434420665.16504,167383340277.76205,118917060575.74783,167039352335.97263,70883274302.25702,109354038389.89719,31815167455.055145,37631270235.72407,31703112415.36958
2025-08-29 20:00:00,2159983793680.5964,525194034594.04395,167390153696.52945,119526614129.07112,168549131534.74158,70880746250.3373,110246470396.23985,31930345810.51021,37924374047.63759,32035046135.79932
2025-08-29 21:00:00,2143436252229.0908,521016992388.0858,167397124731.78064,119093499107.8012,165986973033.10794,70883710608.5626,108919127982.99168,31890089064.02172,37726877285.90899,31746570524.377617
2025-08-29 22:00:00,2158768075614.1377,526661146820.46735,167400483875.98257,119530599536.08241,167077096458.483,71536527800.73332,110043215260.66339,31993582083.043976,38052230762.24148,32071127305.645275
2025-08-29 23:00:00,2156159106070.4075,525617043186.3852,167390603585.78854,119516053535.31403,166836178685.86142,71536726808.27255,109659491707.5428,32088158087.105434,37945720110.703026,31986229765.758636
2025-08-30 00:00:00,2159057139903.7102,526234436585.79736,167393291686.28262,120083226260.51416,167986912659.00635,71543206541.64175,110968712621.80511,32072710423.212452,38056624178.201225,32256134042.09844
2025-08-30 01:00:00,2156040950827.179,523569988721.6625,167391981233.41495,119634538407.42409,167580087837.46597,71540961799.96529,110610620018.84087,32010411305.577503,37848316060.74354,32244500557.670708
2025-08-30 02:00:00,2148301928070.339,517871907191.1407,167625306563.3248,119155169616.39574,165875978284.11264,71539029925.45079,109682122640.00792,31976090816.906956,37435606971.986,32155328836.569473
2025-08-30 03:00:00,2146567864544.4138,519739773924.0985,167616941147.63547,119251028790.45676,166304147959.03955,71537526869.10764,109981303240.30075,32005095657.85811,37603652335.49608,32464256044.864273
2025-08-30 04:00:00,2159286364549.1504,525884672625.05054,167621046291.32516,119873147397.04372,167621165973.17188,71542012151.4353,111287246000.23436,32072300900.07686,38025434386.998535,32857905433.86306
2025-08-30 05:00:00,2159989314715.1558,525557825057.27264,167614150561.14865,119426433724.82245,167393208529.70844,71542466628.67926,110874123192.28915,32096652212.826263,37977366650.77011,32676034859.11936
2025-08-30 06:00:00,2157413468732.255,529395303974.46796,167613564551.6456,119573419370.21097,168414229645.57022,71542023086.19861,111556224004.18231,32144588049.46922,38265785862.40875,32693773015.59103
2025-08-30 07:00:00,2155441612526.2527,530698851865.4563,167612840334.2209,119782736544.78818,168326890456.21588,71542009203.7354,111071233175.18839,32148541276.504265,38360483921.47448,32643282604.84554
2025-08-30 08:00:00,2160361952337.2952,531797789770.11755,167610487461.47635,119835304564.08827,168451871661.20627,71571976183.99232,110898587183.03659,32207528383.79133,38434633610.49768,32703397834.28728
2025-08-30 09:00:00,2162213331768.521,530567290297.08417,167613441092.65582,119668467565.59984,167661005738.98898,71571315308.18121,109922009227.70454,32183766486.7209,38356928893.42608,32653937651.665585
2025-08-30 10:00:00,2162293946007.8457,530427478572.61615,167610649512.54184,119655763673.7102,166881450210.75198,71581784678.24329,109511300130.16045,32216905201.82612,38327387572.740845,32552686255.398773
2025-08-30 11:00:00,2159564759923.4377,529772370086.21826,167613225644.04474,119603014350.24158,166835865975.78116,71560819305.35318,109457286998.61012,32203609933.000977,38291534072.40524,32482232745.574306
2025-08-30 12:00:00,2164390021704.0444,530108283967.52094,167613219185.65833,119699602423.86232,167226409600.0574,71550605473.05919,109627813741.01869,32208483764.03593,38304733168.21435,32483066926.98635
2025-08-30 13:00:00,2162303574991.1726,527313480414.30927,167611904779.75455,118967349547.34944,166049996632.4712,71550659689.28413,108392482831.06786,32056364581.842243,38090708097.176834,32333221002.31731
2025-08-30 14:00:00,2160112319591.5527,524692620981.2926,167610993572.78662,118845237097.46857,165837825438.82132,71549509867.48396,107483545318.02379,32064245204.442757,37905084143.90627,32362608339.140396
2025-08-30 15:00:00,2164775439406.8745,527189744499.1446,167611302367.6818,119276741892.3116,166336412096.02194,71546916690.6017,108201573840.24637,32047828667.281307,38162242394.682,32467922499.536232
2025-08-30 16:00:00,2167060425417.6514,527614333890.99884,167606815097.67996,119544044919.14038,167028088423.51093,71539282263.74966,108541487424.14247,31971912130.6613,38230061099.89366,32528781641.604877
2025-08-30 17:00:00,2166838947234.9822,526533144016.25635,167612645114.33835,119377384157.35727,167173783951.19064,71539743515.57655,108439943409.5859,31993214193.464462,38151117321.084885,32461242053.907444
2025-08-30 18:00:00,2166342199280.6902,525929035399.80035,167610735154.5112,119377371081.52376,166962127343.85507,71540221381.69513,108487081738.15514,32015796038.2805,38110494928.740295,32399222651.115944
2025-08-30 19:00:00,2167312641757.1135,525930382494.15283,167618302985.86578,119499700762.1474,167011206392.08102,71540266800.1248,108806697550.38115,32007417573.371853,38079123399.597,32452099358.553753
2025-08-30 20:00:00,2166363454922.7246,525062232130.3954,167618822459.37747,119497509272.912,167101715190.93466,71539726345.71873,108704456123.59181,32048810967.74135,38041337502.94329,32450982280.680424
2025-08-30 21:00:00,2163175403869.9236,523991420497.672,167620135962.6153,119451995203.38284,166788343002.0708,71540470800.95244,108238439374.13428,32029193117.976517,37971910711.877846,32381162251.760773
2025-08-30 22:00:00,2162682354098.7717,525078542981.5778,167620808891.90387,119693909212.64812,167101265567.30582,71538973724.54369,108647203101.8254,32038248942.966286,38006314127.698364,32481086624.196316
2025-08-30 23:00:00,2161337343837.0042,525679460054.3425,167616924337.14645,119879530363.22504,167177742981.1399,71529759057.00151,108851414845.85677,32060207661.708557,38101152954.24742,32470473551.071606
2025-08-31 00:00:00,2166165747945.1812,527539496668.2519,167623030177.18237,119967599893.59285,167506975112.97137,71538548184.44302,109624145394.8024,32096601534.358036,38227995872.183815,32538294439.509605
